LAMMPS data file via write_data, version 29 Aug 2024, timestep = 3020679, units = metal

3003 atoms
4 atom types

-0.3404261874375365 33.55162669358984 xlo xhi
-0.3404261874375365 33.55162669358984 ylo yhi
-0.3404261874375365 33.55162669358984 zlo zhi

Masses

1 55.84499998563419
2 22.98976927408601
3 15.99899999588435
4 30.97376199003218

Atoms # charge/kk

2823 3 -1.2 2.6617977078851 5.194984838194727 1.383419654680957 1 0 -1
2925 3 -1.2 3.2094066958811203 1.9741552262359336 3.440739874149249 -2 1 1
1221 4 3 1.321437401124431 5.230910632918631 2.0297340658953424 1 0 -1
734 1 1.2 4.9376358835272605 0.7736990760203784 3.422628115409974 0 -1 -1
938 4 3 0.10283389476970306 0.7043661107395927 4.829919709325244 1 1 0
853 1 1.2 1.7218391007363607 1.6412849193801136 2.0101787146556926 -3 0 1
303 2 0.6 4.226559506128846 3.0153676586875124 1.5592298223293481 -3 1 1
1748 3 -1.2 0.8601464466184141 3.813899054811804 2.264874466722076 1 0 -1
106 2 0.6 3.149880677662179 1.6145960729246476 5.508263578692803 -2 1 3
2675 3 -1.2 2.655202959607589 4.47677053539977 5.8352846484432 0 -1 -2
1516 3 -1.2 0.591511237118415 1.9228634528549389 5.544303392067637 1 1 0
159 2 0.6 0.6488072684988433 4.032786019871684 4.941417093072434 -3 1 2
2178 3 -1.2 5.439379150521657 0.4969537206027529 1.3887316414592288 0 0 1
2452 3 -1.2 5.397166008659968 0.8539355671046407 5.4929884288666715 0 0 2
261 2 0.6 4.501562831551953 3.715269152682409 4.4169913899775 7 -2 1
2453 3 -1.2 2.50730740192882 1.7615058115329871 0.14489879876949216 0 0 0
2776 3 -1.2 1.3518919220919257 5.91238971465886 3.3421216210224456 1 0 -1
1895 3 -1.2 5.554242354495649 5.964703893507772 5.248521556368532 0 1 -1
2819 3 -1.2 -0.183994314022772 6.300523727138552 5.858652907401876 1 -1 -2
1726 3 -1.2 0.4057726169116517 5.964655424989833 1.114134487670561 1 0 -1
2029 3 -1.2 1.211098301414787 -0.29058190866324907 4.648218304311168 1 1 0
2808 3 -1.2 5.52036972631894 5.988862108170046 -0.1926095311634911 0 0 2
1192 4 3 6.434278593479398 0.5180016088705257 0.221068956528625 1 1 1
2466 3 -1.2 6.6024766110570425 2.817111779866427 3.292243683891216 -1 1 1
2191 3 -1.2 7.084142478536858 3.4940669652052057 5.548325471378011 -1 1 1
2216 3 -1.2 8.221960443059825 4.62004744509421 3.69208827065778 -1 0 1
2817 3 -1.2 7.8633640598774015 6.257063392532684 0.1816445190093225 0 0 2
1277 4 3 7.654558315741138 3.347941964012975 4.252492317515962 -1 0 1
309 2 0.6 7.485376436717636 3.6744235389625644 1.1466978500172131 2 0 0
1825 3 -1.2 11.070675411136328 5.930364235889361 4.342679046694184 -1 1 2
1764 3 -1.2 11.543286305256022 2.5863892234203543 3.177037145171071 0 0 -2
315 2 0.6 8.495878121350401 6.158180285156971 2.3430722176997154 -1 0 2
2076 3 -1.2 6.724098882904686 1.886707772199279 -0.23151503206785679 0 1 1
194 2 0.6 9.90069884486208 5.133433649400065 -0.12961713669663674 4 1 -4
2115 3 -1.2 11.727588019533458 4.337658215164398 1.524128108153296 0 0 -2
1444 3 -1.2 8.766847898505246 2.361456422336637 4.410929397726424 -1 1 1
959 4 3 11.247774335976699 2.9323831996717398 1.7272977283480682 0 0 -2
363 2 0.6 12.595026205795675 -0.2722470345972827 1.8297939478746788 -1 2 1
455 1 1.2 10.91319828208201 3.786980925872135 5.023298480420009 0 0 0
1938 3 -1.2 9.813141249025112 2.909490263799391 1.250828719668967 0 0 -2
646 1 1.2 9.431467362646249 0.7379322401590063 5.486878351182801 0 3 2
1591 3 -1.2 11.970172883569306 2.006401701528551 0.8510817999290534 0 0 -2
160 2 0.6 8.95616368915175 0.8977191145053633 2.371877918999645 0 2 -1
2786 3 -1.2 11.66716986615265 1.824338876412153 6.171764073620576 0 2 0
590 1 1.2 12.965086173030928 1.3640722463137607 4.291373171696989 -1 -1 0
2112 3 -1.2 7.73566973429889 -0.1988716505734729 0.6455276010984111 0 1 1
2302 3 -1.2 13.805999840943576 5.840548179384931 -0.2488611569103314 0 1 1
56 2 0.6 16.51769806490676 4.677891979167434 -0.09644374554235106 -2 0 2
1889 3 -1.2 15.880027849713873 4.319691598830882 5.9782150132969285 -1 1 1
602 1 1.2 13.772672480586085 4.965882434954044 1.957455137011567 0 -1 1
1852 3 -1.2 15.447883191183148 0.25066907786025927 5.9164091538691554 1 2 0
208 2 0.6 18.58966935912916 0.5413845987743509 1.873244684400741 0 -2 1
1814 3 -1.2 18.394522867611936 6.594325885760298 5.370327587608607 1 -2 0
2090 3 -1.2 14.073330280652543 3.0483036482912733 4.96003316909977 0 1 1
295 2 0.6 17.157236831233767 5.161415373884899 3.957040478723359 -3 0 0
1831 3 -1.2 13.690933609745747 5.276692057710103 5.930024066315426 0 1 1
1246 4 3 19.073503591878744 2.383605761652042 5.277750447300881 1 0 0
1421 3 -1.2 14.879534038599541 4.8727267812368 3.843910426028092 0 -1 1
272 2 0.6 16.10603922381623 1.854338717432579 4.5524393150153974 4 -4 3
1158 4 3 14.624792607062584 4.387773129662784 5.216075772746523 0 1 1
1997 3 -1.2 16.687078850093123 1.8945560485429063 1.772868326100597 0 1 0
1117 4 3 15.258215357647527 1.7453631972191501 1.4790937200447332 0 1 0
2950 3 -1.2 14.63211459432604 1.1312106024591049 2.6929648423530517 0 1 0
1331 3 -1.2 18.313301709811643 5.488784545147952 1.9641211220528976 -1 0 -1
2225 3 -1.2 15.019803372707122 0.8331693503865751 0.31607175897846773 0 1 0
2760 3 -1.2 14.73587932873234 3.1564643579139955 1.3208155453227226 0 1 0
618 1 1.2 18.27152609253946 3.336207835761239 1.8670683999268063 0 3 1
1587 3 -1.2 18.413954284632183 3.1377267736928105 4.169488664865974 1 0 0
2314 3 -1.2 19.32095803152489 1.0074257936852886 4.875895819020787 1 0 0
2009 3 -1.2 20.055913795259634 2.3915835746758014 1.740278195797897 0 0 0
2691 3 -1.2 26.036332393191255 -0.21567960669175057 -0.33693199401126644 0 1 -1
27 2 0.6 20.161326363122008 5.192270505145938 3.5736452349540895 1 -2 5
821 1 1.2 21.00746201106534 -0.1478720174278833 4.0499740510421995 0 0 0
1988 3 -1.2 21.5704903379847 5.60200057763173 1.4499600041051346 0 1 -1
1627 3 -1.2 20.392243525253363 3.0249304583645973 5.661316867465542 1 0 0
1037 4 3 21.722330167131656 5.8181357157664415 -0.021137956436547863 0 1 -1
2114 3 -1.2 23.88151715437057 -0.16808037227917713 3.412555224195353 0 0 1
1675 3 -1.2 26.029242655757283 0.24493165112532023 4.424488168706483 0 0 1
297 2 0.6 24.34299886435494 1.854123087179862 0.012715779067396127 0 2 2
2278 3 -1.2 21.707728079514485 1.9685953045796438 3.4729536687580747 0 0 0
1919 3 -1.2 22.454078262330878 2.600208125187544 1.3425471596023386 0 0 0
2785 3 -1.2 21.346667268815885 0.3837449947246775 1.732579029071729 0 0 0
654 1 1.2 25.22007427773589 4.857085190348731 33.52541172499331 2 2 0
1081 4 3 24.835317358278854 0.8512771404829742 3.874250613601179 0 0 1
841 1 1.2 22.54957156395102 3.009083849319327 5.03452133817158 0 -3 1
2402 3 -1.2 24.254486033971574 1.7320163925170018 4.988924253471264 0 0 1
258 2 0.6 25.025395236465098 5.5163755801447545 4.1985567032116125 -5 1 0
1264 4 3 21.393537466296205 1.8525742794713502 2.0274430271018344 0 0 0
1820 3 -1.2 22.89735804828404 4.720073735889648 4.04021942162899 0 1 -1
2533 3 -1.2 25.283455687621426 4.711350379011077 1.87661398690822 -1 2 1
2942 3 -1.2 25.28619749800878 1.7759414200690116 2.730064595882451 0 0 1
593 1 1.2 23.30277516203862 4.425012052085889 2.0607822215424294 1 -1 0
781 1 1.2 26.617853560991676 3.4637751165049853 2.7454644158686405 -2 0 2
2251 3 -1.2 -0.30342965424336527 1.1130520387617377 3.4773895217899993 1 1 1
1970 3 -1.2 29.340362879247184 6.2198313973318005 -0.2794718425560236 -1 0 1
2673 3 -1.2 26.622214724253762 3.7854164856853885 4.824526145522854 -1 1 -1
2831 3 -1.2 26.93389340731986 5.798150510010036 6.1642924395486425 -1 1 -1
1876 3 -1.2 31.3202410883229 3.3986485147498025 6.491114748318726 0 0 -1
1240 4 3 26.91587727358713 4.294933499139435 6.209974825238342 -1 1 -1
357 2 0.6 27.134983044322794 2.0414172957417325 0.11637838099496443 -1 0 4
629 1 1.2 26.916451625528314 6.051399265852995 1.497557007606507 -2 0 -1
2080 3 -1.2 27.496226004612694 4.574943565770656 -0.022837108176133516 -1 0 1
2351 3 -1.2 33.25099887748477 1.707051752564456 0.47657388369817505 1 0 0
187 2 0.6 32.91580003816216 5.932106758188294 3.487334670108011 2 0 -2
473 1 1.2 30.982167080568995 -0.025303941258318197 4.239460242197064 -2 1 -1
171 2 0.6 31.64838337544384 4.832088393678801 0.06672231377174363 0 -2 -4
2851 3 -1.2 32.85817413498673 0.11509889343423935 5.561803369654712 0 0 0
235 2 0.6 28.120741098888633 1.2352956111392839 4.67613171970075 -3 0 1
2275 3 -1.2 32.36444445667833 3.551897285501727 4.3291765404537985 0 1 -1
536 1 1.2 32.85893391559457 2.7281283945279027 2.196585349977745 1 -2 0
1455 3 -1.2 30.708252672146887 2.712693403451155 1.6942607855457477 0 1 1
2871 3 -1.2 30.528066245063044 1.926724402561066 4.711223267116771 0 1 -1
1859 3 -1.2 30.05342554837351 4.287340279122811 4.585478595746582 0 0 -1
1537 3 -1.2 30.697540546542722 5.650076407728599 2.728105214069922 0 1 -1
2747 3 -1.2 29.40650546541318 1.35811617536783 0.1789764472259535 0 0 0
892 4 3 31.109749709110776 3.232226226071611 4.981946281122853 0 0 -1
2743 3 -1.2 28.341575854986853 5.059413986028986 2.8760243429276873 -1 1 -1
1033 4 3 29.536889654375198 5.454846398577726 3.624256420003929 -1 1 0
1519 3 -1.2 28.314160677409884 2.2204501987432588 2.208937462771102 0 0 0
2837 3 -1.2 30.01953233207492 0.4596647354564387 2.3294997738536134 0 0 0
1116 4 3 29.598079570921378 1.7102391814740736 1.6370914765328033 0 0 0
72 2 0.6 3.62746509865413 12.277774937875307 4.416149693881845 1 -2 2
1868 3 -1.2 3.9137068990532464 7.27025837866408 4.17502446734142 0 1 -1
1141 4 3 5.33852547852742 7.2191412163161415 4.526053554316695 0 1 -1
2441 3 -1.2 -0.07328877848760906 12.301974793019376 1.2959602233104606 0 1 2
818 1 1.2 2.1094198924164806 6.5945530122663785 5.191623975623628 -1 2 0
124 2 0.6 4.309856292304642 7.233469361806276 1.653200234031767 -1 1 4
254 2 0.6 2.066694076042526 12.243383187399463 0.7061490481514954 -2 0 1
958 4 3 2.0673452113700814 10.077356009165948 6.101893629081521 0 0 1
2166 3 -1.2 5.540355840745355 12.606997861904153 5.677227609338164 2 -1 -1
2549 3 -1.2 1.4242013863411167 9.285157606639634 1.2990876593957628 1 0 2
2101 3 -1.2 4.068712253739695 11.88947855079542 2.1666934389810786 0 0 1
2594 3 -1.2 1.7882023369396145 10.613844583726976 4.748263461498551 0 0 1
1040 4 3 4.972711804784207 10.740340938047083 2.3191076046751915 0 0 1
2021 3 -1.2 4.541593988978466 9.63606664976561 1.4420814101107924 0 0 0
837 1 1.2 5.539538939201309 10.480157825960791 5.845724311738658 0 1 0
2984 3 -1.2 6.399031321318488 11.170999157092966 1.9433047394415928 0 0 2
2924 3 -1.2 5.733213152153492 8.287494559965813 5.533306179204515 0 1 -1
1286 4 3 1.8387504667528605 8.895210762550063 -0.08895432560173405 1 0 2
1549 3 -1.2 5.041304794213895 10.288938166201483 3.7155122143131463 0 0 1
392 2 0.6 0.20846736938782373 10.679412622614409 2.8940632195917053 2 3 -1
43 2 0.6 1.9067347924061782 8.505890471912142 3.280646528557155 2 -2 0
1624 3 -1.2 1.9409481122053411 8.589664640652543 6.18614415518247 0 1 1
12 2 0.6 0.16378128160885141 12.493491188501082 5.235761679176488 -4 0 4
2637 3 -1.2 2.8780228649743957 7.882087518756261 -0.17183145419100865 1 0 1
1458 3 -1.2 6.226468000503789 7.259421850597806 3.2835100045641354 0 1 -1
174 2 0.6 8.597199191750777 6.821286343864277 5.274311085045484 -4 2 3
31 2 0.6 10.957202654929757 10.341419756329813 3.9821812312029596 4 0 0
2502 3 -1.2 10.653214720362488 7.618473230119133 2.6108338365711665 -1 1 2
924 4 3 7.816358578429087 11.556234497395193 1.4363086233040416 0 0 2
413 2 0.6 7.694406587462559 8.449779572216135 2.001837524707256 2 1 4
2469 3 -1.2 8.72232822484472 11.44519709931366 2.5842616436135124 1 0 2
2863 3 -1.2 12.132866505843205 8.137469496305267 4.509316653083952 -1 1 2
2028 3 -1.2 12.20308400039906 10.715200091368692 1.8627151123456178 0 0 -2
880 4 3 11.634076392810544 7.085396356257174 3.580806766115707 -1 1 2
2826 3 -1.2 12.824337634039773 6.641452582211807 2.759472118576304 -1 1 2
2054 3 -1.2 11.404566977292182 12.681898135363488 4.791086152923236 1 1 1
701 1 1.2 12.270852580966398 6.955836298879518 0.6865505012720283 1 0 3
2645 3 -1.2 8.094205004012196 10.540871519339342 0.40789061948863237 0 0 2
176 2 0.6 9.204114383418085 11.871253376314284 4.946294860599073 -1 -1 1
25 2 0.6 10.848580083137437 12.611100915624762 2.332374880193689 -3 -5 3
2343 3 -1.2 7.7637822573940625 12.949282483058482 0.9737227765129115 0 0 1
