LAMMPS data file via write_data, version 29 Aug 2024, timestep = 3021320, units = metal

3003 atoms
4 atom types

-0.548997646574005 33.76019815272632 xlo xhi
-0.548997646574005 33.76019815272632 ylo yhi
-0.548997646574005 33.76019815272632 zlo zhi

Masses

1 55.84499998563419
2 22.98976927408601
3 15.99899999588435
4 30.97376199003218

Atoms # atomic/kk

469 1 3.2765437104587507 1.442922816488218 2.1074557276427237 -1 -1 2
1095 4 0.7862308372793589 3.191343469533362 3.0370827605862756 0 1 0
2651 3 2.3802436232842936 3.015998511690564 2.9319425646248347 -2 1 -1
2025 3 1.7959692013867934 0.854886522791211 1.0440467875918145 3 1 0
2373 3 0.15442172097499807 2.928654565300399 1.6284594306163824 2 1 -1
373 2 1.2310668180897664 2.805216598666289 -0.2907888519171105 0 0 1
912 4 1.0353756527649918 -0.41890902587222456 1.1509308123119126 -1 -1 0
2511 3 3.7308200124415993 4.21854582362299 -0.30676253586471697 0 2 1
1683 3 4.679915472479095 2.7326351590045492 1.4684998556324036 1 3 1
1436 3 7.008266404725328 1.5637562774803455 2.9986399768544323 0 1 0
1573 3 4.614663097375059 -0.09206557616043598 1.258444745347489 1 0 1
745 1 6.185298681438761 3.433510054046945 2.5546025696694543 2 1 0
989 4 5.041035925028646 3.7418599831377843 0.255713339094534 0 -1 0
1302 3 8.186048387591796 3.3307595682266156 1.674300074544645 -3 2 -1
1303 3 8.369354278785762 0.8646084376410841 0.9498958190540477 -1 1 -1
1106 4 8.355243856861494 1.8177163373379854 2.189842295101444 1 2 2
2683 3 9.521591831301999 1.7161147022797856 3.166184610900503 0 -1 -3
249 2 11.570287186214586 0.54566121012758 3.2645886102498953 1 -2 1
1378 3 12.01625129933452 2.4307418540706114 -0.2755783039434778 -3 1 0
882 4 11.520536535312019 3.8475515074690874 33.468963088035785 0 1 2
2928 3 12.080807755958414 2.70978384198783 2.8941306289143593 0 0 0
817 1 13.198550987021404 2.3835676210589893 1.3083859071621073 2 2 0
2859 3 13.029020314782203 0.432346945171169 1.4006546767241954 -1 1 -1
2735 3 16.422542068959686 1.9855683889089204 0.16662014923933915 -2 1 -2
599 1 16.4572721011213 3.562561520649651 1.4307216237293665 0 0 0
302 2 16.9530362429767 0.3143281057292324 2.4538277866135383 -2 -4 3
153 2 18.94365873589517 1.8902044759058407 -0.07521942141616178 -1 2 1
1318 3 19.204320055106496 -0.302746421943023 1.4741244833523195 1 -1 0
1967 3 18.040803105254344 2.571074932971666 2.242738152060975 -2 2 0
22 2 21.192654718495287 2.3824624890191073 3.2585285228225978 4 -2 -2
969 4 22.545039717518602 1.6844342829385042 0.20876122236974176 1 1 -2
2798 3 23.018545242105684 2.0748009413481774 1.6093148125908308 0 -1 0
2763 3 22.398867482734868 0.1102518930544446 0.07571217968341185 -2 1 -1
2451 3 21.31809954900773 2.4392706941498665 -0.3213246200363042 -1 0 0
853 1 28.49665267268494 3.15079612410181 2.817414040125142 1 -4 1
1825 3 29.083108740606516 2.666799650001208 0.6295195565083958 2 1 0
1415 3 29.409795745883326 0.19023274871177853 0.2909846854598572 -1 1 1
17 2 27.136953864655485 -0.1959849011632417 0.534356320733659 0 -1 2
2789 3 29.57340448195881 1.3475533666889092 2.5611437009535587 0 -2 2
2756 3 -0.4965957027026775 -0.08040689529665024 1.041179150193133 1 -2 1
2809 3 32.26397606427771 0.5656967909618051 3.412766532888631 -1 0 0
874 4 29.881945078852954 1.4159328644069276 1.0577914847667222 -1 0 1
702 1 32.96269595428603 1.75625830089498 2.0250467612602105 -1 -2 -1
2509 3 31.4089624111642 1.6351088206730524 0.7318741481758074 -3 -2 2
2802 3 32.049977374994754 3.1676241100280573 3.0641932795435176 -4 2 1
2403 3 2.4671770993322504 7.512470008989888 2.279920101383788 0 1 -1
2853 3 0.8800401467171279 6.811629110093039 0.44968173489916186 -1 0 0
1167 4 1.5261291461389401 8.053818049812183 1.0551758767971582 2 0 1
2033 3 4.394833732308327 7.09589527323021 3.7791351643152513 1 2 1
1530 3 6.482017810900617 5.21738233518967 3.7094282683190203 -1 2 0
257 2 6.4849959148832514 6.791480948142162 1.6940552505094628 2 0 -1
2619 3 5.825635387279627 4.874378602172605 1.011412620125356 0 2 2
1200 4 12.06414307121436 4.126544316135124 3.5458626345636772 0 1 0
1603 3 10.11545466826282 4.240273912786815 -0.2840759239211433 -1 -2 0
1816 3 8.998945591984949 5.696632282053134 3.387772696622844 -1 0 -1
588 1 9.761617419553149 4.94877744856499 1.5975775734424176 0 3 0
1629 3 11.619121355211018 5.127286386075865 2.420471440934469 3 0 0
2507 3 10.072739555785251 6.956612277580469 1.0544251622546126 -1 0 2
512 1 12.099267217667341 6.6549844115764705 0.9861425020783402 0 2 2
2575 3 14.639837297570667 7.17297296655016 3.8236632184923462 2 0 2
1882 3 14.502079126842427 3.859656092872182 1.4508423019310173 3 1 0
2740 3 12.603612288122015 4.86600744599584 -0.4722709799102502 0 -2 2
536 1 14.759494926583374 5.2731815187382125 2.836592199143317 1 0 -1
755 1 14.629302292238858 4.9487635338687 -0.20049383047591823 1 -1 1
2397 3 14.336526044797303 6.670513596627684 1.3935738715662878 -1 -2 0
1287 4 14.058504307397591 7.902988942877689 2.4873608327987364 -1 1 0
2772 3 12.493077075687129 8.108212492622615 2.329284627340864 1 2 1
2750 3 20.2742304882368 6.176334769369676 3.6870559158997467 0 2 0
2024 3 16.87621411763922 5.170394618070257 0.003149282096892367 -1 -2 2
1977 3 16.674867820195452 4.398873685906095 3.354507119292908 -2 0 0
534 1 19.92922722021515 7.248946964774911 0.3447005620422395 -1 1 2
1863 3 20.3586283076266 5.377775122008286 1.3576663508556146 -1 1 0
262 2 18.016297465971693 6.690102088910327 3.3225313326200885 0 0 6
1319 3 25.03903144029855 4.012011773479647 3.495489429026449 0 1 3
602 1 21.142507191823608 4.6664561513860265 -0.3951074194097896 2 2 3
1117 4 21.27735965563571 5.784073724112226 2.607890105482083 0 -1 1
460 1 23.66513576575892 4.051120929821326 1.8362420663948789 -2 2 2
2540 3 22.208153992151104 4.637322661667183 3.108564551639368 1 -2 2
562 1 23.312907532610783 6.693020573405871 0.4113785373559606 1 -2 1
2850 3 22.034344578102957 7.026151118111422 2.1295439133772733 2 0 -1
1881 3 23.004426662399833 4.7278555033738545 0.1603019202975315 0 -1 0
2107 3 24.882871836381536 5.711881757871722 1.6846102196250925 0 -1 1
2945 3 27.217864764693363 4.570153873557292 2.243545688188738 0 4 2
1233 4 25.853750518782345 5.156217137500739 2.80523385522986 3 0 1
305 2 28.58241497902328 5.093088277183898 0.1446859088226053 0 -4 -1
2339 3 29.764031069633898 8.017191465269654 0.7656821788409514 2 -1 1
18 2 33.19264949340807 5.692443807381553 0.6025160582121079 -4 -1 2
1975 3 32.16236364620592 7.681509567531732 -0.08637046236387413 -3 3 2
317 2 30.33678319071688 7.149077941009576 2.984350959987081 -2 0 -1
1828 3 30.02061862347817 4.547767256492539 3.045976063758929 0 1 -1
1960 3 31.32312692071531 4.480465846699707 0.832345515006363 -1 0 1
927 4 31.41227477560745 4.4480634850629635 2.440720109557023 -1 -1 0
1470 3 32.35939705393167 5.651857687313226 2.827755277110895 -2 1 0
1481 3 3.243807734473139 9.246263405818969 3.9572733819585477 -1 -2 2
2368 3 2.474441399788447 12.15036702671503 1.875630853405816 2 -1 -1
3 2 0.974651239958088 10.188404089691584 3.6731361835448277 4 2 1
1832 3 2.451202801766405 8.747036752601515 -0.004933136746347567 0 0 -1
23 2 1.8736383594310033 11.066259768566091 0.0003395836732740421 -1 -3 -2
2549 3 0.5100625068762721 9.055811562834238 1.6905203311303418 1 -1 0
1251 4 3.7754993788355806 8.250244786238932 2.925779348570688 1 2 1
6 2 4.063788013938694 11.329945923459425 3.511618052783952 2 2 0
2153 3 4.808407447767115 10.57139543805007 -0.33644120740197797 -1 0 -1
1508 3 6.153628796083397 10.227415357263423 3.770204614581576 -1 2 -1
2661 3 4.681488843976823 8.648156593661012 1.7181040877028964 -1 -1 0
849 1 4.3282095421774285 8.69918485530764 -0.26116193640338037 -1 0 4
138 2 6.984413580606646 9.96433165606379 1.5447817668088981 -1 0 4
2886 3 7.820974582562227 8.126473154461682 0.6329144126362783 0 0 -1
1804 3 8.264794934005904 12.164897903622716 -0.3684522960188494 0 0 0
1427 3 8.107217882713615 12.151664846827625 2.1985187529175385 0 2 3
1245 4 9.292392026893932 8.342134090960217 0.7498261785434406 0 -2 0
2679 3 9.539168565874833 9.176639535089835 2.040808752695341 1 0 0
386 2 10.309767297811483 11.323284280834331 2.775880662736327 -1 0 4
323 2 12.762065289867971 10.126547303685653 0.3497884908513492 0 0 3
2816 3 13.378322107117702 12.01055284373452 1.8904094233825361 -2 -1 0
2323 3 14.846852160981227 9.194470404075949 2.2201732178169804 2 -2 1
535 1 14.553869535366248 11.053152951138728 3.25193655844296 -4 0 2
1379 3 16.436156037669107 11.719381989531355 2.8675843173985403 -1 2 -2
385 2 16.32673076897795 7.836000678003236 0.48071514406042054 3 3 -3
227 2 16.77950169931677 12.05206828684304 0.616450337535359 2 0 3
1186 4 19.341039394944808 9.720516339782133 1.4568424482094702 -1 4 1
1708 3 18.793864775135134 10.99265711329682 0.8510295078952284 -2 -1 -1
1400 3 18.419221505334786 8.504575122236368 1.4062897522010378 0 2 0
2285 3 19.920395856044184 10.095852183912566 2.832721271547492 0 -1 1
2247 3 20.633149277366535 9.223932164474522 0.708002443279964 1 -1 2
1618 3 23.008591004595758 10.280595419036086 1.8232301345128892 0 0 0
533 1 21.692338118121857 9.02767313915845 2.5837144585811034 -2 0 -2
1031 4 24.19701399409876 9.495233263496647 1.1910607982321142 -1 1 2
2868 3 23.64576964928236 8.738680847261248 -0.10167136654858128 1 1 -1
252 2 21.503486339126717 12.021017592597492 1.2698770218954807 -1 3 -3
2995 3 24.702917787483496 8.37203099638947 2.079364680227382 -1 -1 1
141 2 27.194833705162228 8.510760828046406 1.0159916623114023 2 3 -1
2481 3 28.490227253107548 9.14073339023009 2.986661170915653 -1 0 0
2079 3 25.45314000202803 10.369879239515509 0.9295993569609692 0 2 0
332 2 25.3665320884518 11.928433922536332 2.8487283815952424 2 3 3
1876 3 28.37303055476417 10.793292637619372 0.6897786570193012 -1 -1 2
690 1 32.90893750953835 9.373790640213745 0.9598903939673429 -1 0 4
1502 3 31.754387383597102 9.075029719512965 2.6244618333593595 -1 0 1
1661 3 31.128310454326016 9.89780671022735 0.01176926977965116 0 -3 0
931 4 30.821132475450355 8.36380570476247 -0.34075263022658664 -1 3 0
2121 3 30.661151131507477 11.114594291470882 3.138587868714312 -1 -1 -1
684 1 29.885284063028614 9.809227479759354 1.7121198493950747 -1 2 3
